0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.00608,-2.30377,169.072,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-0.994222,-2.29778,169.067,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.01318,-2.29839,169.066,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.02485,-2.32207,169.07,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.03531,-2.29514,169.075,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.02804,-2.28477,169.072,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.01713,-2.2847,169.063,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.01993,-2.2837,169.059,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.02185,-2.26599,169.06,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.01761,-2.2717,169.057,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.00683,-2.26796,169.054,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-1.01347,-2.27342,169.048,
0.0128913,-0.0165746,-0.014733,-0.014733,0,-0.0165746,-0.0128913,0.0165746,0,0,-0.999411,-2.27818,169.047,
0.0128913,-0.624309,-0.0939227,-0.014733,0,-0.0957643,-0.0755064,0.0165746,0,0,-0.988125,-2.28833,169.047,
0.0128913,-0.766114,-0.220994,-0.014733,0,-0.237569,-0.219153,0.0165746,0,0,-0.990511,-2.28656,169.044,
0.0128913,-0.906077,-0.364641,-0.014733,0,-0.364641,-0.346225,0.0165746,0,0,-1.01007,-2.26741,169.047,
0.0128913,-1.03131,-0.489871,-0.014733,0,-0.506446,-0.491713,0.0165746,0,0,-1.02429,-2.26853,169.043,
